	model	lemma	level_1	sentid	wordpos_mod	prob	surp	pairid	contextid	number	comparison	sentence	ROI
147	distilgpt2	BE	202	13	3	0.03690531485335667	9.171746850013733	7	4	plu	expected	Hello, chameleons are students.	2,3
148	distilgpt2	BE	205	14	0	0.508898489177227	2.9061119556427	7	4	plu	unexpected	Hello, chameleons is students.	2,3
149	distilgpt2	BE	208	14	1	0.12380882247089173	6.494879275560379	7	4	plu	unexpected	Hello, chameleons is students.	2,3
150	distilgpt2	BE	211	14	2	0.0033581075258553	8.218135833740234	7	4	plu	unexpected	Hello, chameleons is students.	2,3
151	distilgpt2	BE	214	14	3	0.025987427222844403	11.584357738494871	7	4	plu	unexpected	Hello, chameleons is students.	2,3
152	distilgpt2	LIKE	217	15	0	0.508898489177227	2.9061119556427	8	4	plu	expected	Hello, chameleons like students.	2,3
153	distilgpt2	LIKE	220	15	1	0.12380882247089173	6.494879275560379	8	4	plu	expected	Hello, chameleons like students.	2,3
154	distilgpt2	LIKE	223	15	2	0.0014751179842278	9.404953956604004	8	4	plu	expected	Hello, chameleons like students.	2,3
155	distilgpt2	LIKE	226	15	3	0.033468501486822747	9.521744728088379	8	4	plu	expected	Hello, chameleons like students.	2,3
156	distilgpt2	LIKE	229	16	0	0.508898489177227	2.9061119556427	8	4	plu	unexpected	Hello, chameleons likes students.	2,3
157	distilgpt2	LIKE	232	16	1	0.12380882247089173	6.494879275560379	8	4	plu	unexpected	Hello, chameleons likes students.	2,3
158	distilgpt2	LIKE	235	16	2	4.5109693019185215e-05	14.436203002929688	8	4	plu	unexpected	Hello, chameleons likes students.	2,3
159	distilgpt2	LIKE	238	16	3	0.05589521036699806	9.761748909950256	8	4	plu	unexpected	Hello, chameleons likes students.	2,3
160	gpt2	BE	2	1	0	0.5480125211179256	1.69022274017334	1	1	sing	expected	Hello, the student is the chameleon.	3,4
161	gpt2	BE	5	1	1	0.0168231558054685	5.893407821655273	1	1	sing	expected	Hello, the student is the chameleon.	3,4
162	gpt2	BE	8	1	2	0.0002735481830313	11.835917472839355	1	1	sing	expected	Hello, the student is the chameleon.	3,4
163	gpt2	BE	11	1	3	0.0401074737310409	4.639985084533691	1	1	sing	expected	Hello, the student is the chameleon.	3,4
164	gpt2	BE	14	1	4	0.0157158616930246	5.991634845733643	1	1	sing	expected	Hello, the student is the chameleon.	3,4
165	gpt2	BE	17	1	5	0.30844397652981564	4.921103954780848	1	1	sing	expected	Hello, the student is the chameleon.	3,4
166	gpt2	BE	20	2	0	0.5480125211179256	1.69022274017334	1	1	sing	unexpected	Hello, the student are the chameleon.	3,4
167	gpt2	BE	23	2	1	0.0168231558054685	5.893407821655273	1	1	sing	unexpected	Hello, the student are the chameleon.	3,4
168	gpt2	BE	26	2	2	0.0002735481830313	11.835917472839355	1	1	sing	unexpected	Hello, the student are the chameleon.	3,4
169	gpt2	BE	29	2	3	0.0005809036665596	10.74941349029541	1	1	sing	unexpected	Hello, the student are the chameleon.	3,4
170	gpt2	BE	32	2	4	0.0155174368992447	6.009965896606445	1	1	sing	unexpected	Hello, the student are the chameleon.	3,4
171	gpt2	BE	35	2	5	0.10387317699132834	5.789972752332687	1	1	sing	unexpected	Hello, the student are the chameleon.	3,4
172	gpt2	LIKE	38	3	0	0.5480125211179256	1.69022274017334	2	1	sing	expected	Hello, the student likes the chameleon.	3,4
173	gpt2	LIKE	41	3	1	0.0168231558054685	5.893407821655273	2	1	sing	expected	Hello, the student likes the chameleon.	3,4
174	gpt2	LIKE	44	3	2	0.0002735481830313	11.835917472839355	2	1	sing	expected	Hello, the student likes the chameleon.	3,4
175	gpt2	LIKE	47	3	3	5.051811967859976e-05	14.272839546203612	2	1	sing	expected	Hello, the student likes the chameleon.	3,4
176	gpt2	LIKE	50	3	4	0.0619055144488811	4.013788223266602	2	1	sing	expected	Hello, the student likes the chameleon.	3,4
177	gpt2	LIKE	53	3	5	0.2689393571563414	5.386713575571775	2	1	sing	expected	Hello, the student likes the chameleon.	3,4
178	gpt2	LIKE	56	4	0	0.5480125211179256	1.69022274017334	2	1	sing	unexpected	Hello, the student like the chameleon.	3,4
179	gpt2	LIKE	59	4	1	0.0168231558054685	5.893407821655273	2	1	sing	unexpected	Hello, the student like the chameleon.	3,4
180	gpt2	LIKE	62	4	2	0.0002735481830313	11.835917472839355	2	1	sing	unexpected	Hello, the student like the chameleon.	3,4
181	gpt2	LIKE	65	4	3	0.0001399635802954	12.802660942077637	2	1	sing	unexpected	Hello, the student like the chameleon.	3,4
182	gpt2	LIKE	68	4	4	0.0277137998491525	5.173251628875732	2	1	sing	unexpected	Hello, the student like the chameleon.	3,4
183	gpt2	LIKE	71	4	5	0.26593852450605476	5.222659524530172	2	1	sing	unexpected	Hello, the student like the chameleon.	3,4
184	gpt2	BE	74	5	0	0.5480125211179256	1.69022274017334	3	2	sing	expected	Hello, the chameleon is the student.	3,4
185	gpt2	BE	77	5	1	0.0168231558054685	5.893407821655273	3	2	sing	expected	Hello, the chameleon is the student.	3,4
186	gpt2	BE	80	5	2	0.30676743306685234	5.793150916695595	3	2	sing	expected	Hello, the chameleon is the student.	3,4
187	gpt2	BE	83	5	3	0.1586681008338928	2.6559159755706787	3	2	sing	expected	Hello, the chameleon is the student.	3,4
188	gpt2	BE	86	5	4	0.02797925285995	5.159498691558838	3	2	sing	expected	Hello, the chameleon is the student.	3,4
189	gpt2	BE	89	5	5	0.03531797804316735	8.23666000366211	3	2	sing	expected	Hello, the chameleon is the student.	3,4
190	gpt2	BE	92	6	0	0.5480125211179256	1.69022274017334	3	2	sing	unexpected	Hello, the chameleon are the student.	3,4
191	gpt2	BE	95	6	1	0.0168231558054685	5.893407821655273	3	2	sing	unexpected	Hello, the chameleon are the student.	3,4
192	gpt2	BE	98	6	2	0.30676743306685234	5.793150916695595	3	2	sing	unexpected	Hello, the chameleon are the student.	3,4
193	gpt2	BE	101	6	3	0.0013222459238022	9.562793731689451	3	2	sing	unexpected	Hello, the chameleon are the student.	3,4
194	gpt2	BE	104	6	4	0.0283609423786401	5.139950752258301	3	2	sing	unexpected	Hello, the chameleon are the student.	3,4
195	gpt2	BE	107	6	5	0.013584118843937168	9.995524406433105	3	2	sing	unexpected	Hello, the chameleon are the student.	3,4
196	gpt2	LIKE	110	7	0	0.5480125211179256	1.69022274017334	4	2	sing	expected	Hello, the chameleon likes the student.	3,4
197	gpt2	LIKE	113	7	1	0.0168231558054685	5.893407821655273	4	2	sing	expected	Hello, the chameleon likes the student.	3,4
198	gpt2	LIKE	116	7	2	0.30676743306685234	5.793150916695595	4	2	sing	expected	Hello, the chameleon likes the student.	3,4
199	gpt2	LIKE	119	7	3	0.0003873639798257	11.334022521972656	4	2	sing	expected	Hello, the chameleon likes the student.	3,4
200	gpt2	LIKE	122	7	4	0.0392737723886966	4.670289993286133	4	2	sing	expected	Hello, the chameleon likes the student.	3,4
201	gpt2	LIKE	125	7	5	0.0894498116831528	9.198058247566223	4	2	sing	expected	Hello, the chameleon likes the student.	3,4
202	gpt2	LIKE	128	8	0	0.5480125211179256	1.69022274017334	4	2	sing	unexpected	Hello, the chameleon like the student.	3,4
203	gpt2	LIKE	131	8	1	0.0168231558054685	5.893407821655273	4	2	sing	unexpected	Hello, the chameleon like the student.	3,4
204	gpt2	LIKE	134	8	2	0.30676743306685234	5.793150916695595	4	2	sing	unexpected	Hello, the chameleon like the student.	3,4
205	gpt2	LIKE	137	8	3	0.000459125963971	11.088822364807127	4	2	sing	unexpected	Hello, the chameleon like the student.	3,4
206	gpt2	LIKE	140	8	4	0.029826121404767	5.067279815673828	4	2	sing	unexpected	Hello, the chameleon like the student.	3,4
207	gpt2	LIKE	143	8	5	0.026402356146718303	8.52810549736023	4	2	sing	unexpected	Hello, the chameleon like the student.	3,4
208	gpt2	BE	146	9	0	0.5480125844478607	1.6902217864990234	5	3	plu	expected	Hello, students are chameleons.	2,3
209	gpt2	BE	149	9	1	8.310755947604775e-05	13.55466079711914	5	3	plu	expected	Hello, students are chameleons.	2,3
210	gpt2	BE	152	9	2	0.0264992695301771	5.237903594970703	5	3	plu	expected	Hello, students are chameleons.	2,3
